Year,Report Date,Bank Name,Bank Type,Is_Aggregate,Deposits_1 - 14 days,Deposits_15 - 28 days,Deposits_29 days to 3 months,Deposits_Over 3 months to 6 months,Deposits_Over 6 months to 1 year,Deposits_Over 1 year to 3 years,Deposits_Over 3 years to 5 years,Deposits_Over 5 years,Deposits_Total of Deposits,Borrowings_1 - 14 days,Borrowings_15 - 28 days,Borrowings_29 days to 3 months,Borrowings_Over 3 months to 6 months,Borrowings_Over 6 months to 1 year,Borrowings_Over 1 year to 3 years,Borrowings_Over 3 years to 5 years,Borrowings_Over 5 years,Borrowings_Total Of Borrowings,Investments (at book value)_1 - 14 days,Investments (at book value)_15 - 28 days,Investments (at book value)_29 days to 3 months,Investments (at book value)_Over 3 months to 6 months,Investments (at book value)_Over 6 months to 1 year,Investments (at book value)_Over 1 year to 3 years,Investments (at book value)_Over 3 years to 5 years,Investments (at book value)_Over 5 years,Investments (at book value)_,Foreign Currency Assets_1 - 14 days,Foreign Currency Assets_15 - 28 days,Foreign Currency Assets_29 days to 3 months,Foreign Currency Assets_Over 3 months to 6 months,Foreign Currency Assets_Over 6 months to 1 year,Foreign Currency Assets_Over 1 year to 3 years,Foreign Currency Assets_Over 3 years to 5 years,Foreign Currency Assets_Over 5 years,Foreign Currency Assets_Total of Foreign Currency Assets,Foreign Currency Liabilities_1 - 14 days,Foreign Currency Liabilities_15 - 28 days,Foreign Currency Liabilities_29 days to 3 months,Foreign Currency Liabilities_Over 3 months to 6 months,Foreign Currency Liabilities_Over 6 months to 1 year,Foreign Currency Liabilities_Over 1 year to 3 years,Foreign Currency Liabilities_Over 3 years to 5 years,Foreign Currency Liabilities_Over 5 years,Foreign Currency Liabilities_Total of Foreign Currency Liabilities,Loans and Advances_1 - 14 days,Loans and Advances_15 - 28 days,Loans and Advances_29 days to 3 months,Loans and Advances_Over 3 months to 6 months,Loans and Advances_Over 6 months to 1 year,Loans and Advances_Over 1 year to 3 years,Loans and Advances_Over 3 years to 5 years,Loans and Advances_Over 5 years,Loans and Advances_Total of Loans and Advances
2025,2025-03-31,BARCLAYS BANK PLC,FOREIGN BANKS,False,11675.4,1905.43,3429.09,686.56,331.52,1561.07,79.84,,19668.9,14103.26,,,,,,,,14103.26,39625.82,2074.25,667.31,373.05,389.43,686.0,12.19,,43828.04,3977.55,1741.88,,,,359.0,,,6078.42,348.52,30.08,2.39,39.18,13.24,4.94,,,438.36,2178.04,188.77,860.13,802.55,1117.42,3612.99,1462.75,194.33,10416.97
2025,2025-03-31,BNP PARIBAS,FOREIGN BANKS,False,10919.86,5297.13,2532.19,848.03,276.44,4904.5,8.49,3.56,24790.19,17242.28,1970.29,10307.17,,,,,989.97,30509.7,36281.71,798.09,2448.55,129.63,113.08,5812.73,2.11,196.48,45782.37,6789.65,257.02,48.86,3.9,0.28,0.16,,,7099.88,714.28,15.65,0.18,1.27,2.86,588.04,0.05,989.98,2312.33,1817.15,1391.61,1936.96,384.19,797.07,7183.81,843.93,,14354.72
2025,2025-03-31,CITIBANK N.A,FOREIGN BANKS,False,45758.48,13429.93,10171.25,4683.81,730.56,125000.25,25.76,7.25,199807.29,1759.15,449.01,1370.81,1528.41,138.71,,,,5246.09,75920.23,13908.6,6451.38,2484.17,3604.69,23290.17,311.05,6187.03,132157.33,12055.5,7521.61,5659.51,4270.45,1161.56,1941.1,2769.19,1420.64,36799.57,7824.26,997.01,4242.91,1930.03,638.67,7970.9,1270.01,654.13,25527.91,7780.34,9600.48,23937.27,10417.28,5413.8,10733.76,3840.11,537.2,72260.24
2025,2025-03-31,COOPERATIEVE RABOBANK U.A.,FOREIGN BANKS,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2025-03-31,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,FOREIGN BANKS,False,2699.98,2132.78,1971.02,109.32,19.61,908.34,0.01,,7841.06,7085.27,,,,,384.64,,,7469.91,10666.51,601.44,1189.9,292.78,11.53,825.14,,34.0,13621.31,255.51,131.26,189.36,179.85,4.01,32.91,,3235.18,4028.08,1065.89,0.06,21.24,13.49,1.08,455.59,,-0.0,1557.36,685.01,1065.92,1183.62,977.56,746.39,1249.88,928.42,1.19,6837.99
2025,2025-03-31,"CTBC BANK CO., LTD.",FOREIGN BANKS,False,1240.3,590.62,729.87,61.2,228.87,391.97,0.03,,3242.85,119.66,2.56,52.74,70.88,85.48,,,,331.32,248.13,77.73,235.66,285.5,59.53,175.43,15.23,284.99,1382.2,30.34,2.56,40.63,85.41,0.0,0.0,0.0,17.1,176.04,23.92,2.56,52.74,70.88,85.48,2.07,,,237.66,280.84,122.42,603.87,905.23,11.3,412.62,184.88,0.23,2521.39
2025,2025-03-31,DBS BANK INDIA LIMITED,FOREIGN BANKS,False,14531.43,10448.18,13652.11,9165.27,9843.14,25246.75,305.28,121.36,83313.53,17319.56,,41.26,2418.19,1253.73,2626.03,1279.69,2245.64,27184.09,31487.5,1844.78,4505.49,3171.74,2312.89,6227.66,4390.44,2228.59,56169.1,9947.43,141.16,1281.9,2274.96,2675.0,89.9,124.2,1019.75,17554.3,3026.39,145.58,166.41,511.55,854.62,1451.79,604.57,2428.34,9189.24,2642.64,4766.08,8023.92,7207.78,6349.83,15175.22,4257.99,5549.32,53972.77
2025,2025-03-31,DEUTSCHE BANK AG,FOREIGN BANKS,False,28008.62,7663.82,11579.52,2547.37,5073.06,37679.93,634.2,0.07,93186.6,9268.96,1000.0,700.0,1500.0,,4500.0,,0.09,16969.05,46759.01,859.87,1858.86,722.33,897.48,5140.09,1739.28,5074.7,63051.61,3811.09,141.24,388.49,32.89,5.49,,,574.23,4953.42,1326.17,,0.0,,,2703.85,,330.35,4360.37,11339.6,17908.36,4013.15,1417.75,1737.05,17419.45,2980.97,10604.23,67420.57
2025,2025-03-31,DOHA BANK Q.P.S.C.,FOREIGN BANKS,False,57.5,24.71,109.73,146.53,309.43,385.26,3.82,0.04,1037.03,140.89,,,,,,,,140.89,17.81,7.65,83.94,45.38,95.82,119.31,1.18,0.01,371.1,195.81,,85.72,0.59,1.15,,,,283.28,9.87,7.02,30.32,58.9,127.8,57.25,0.02,,291.17,198.4,144.5,58.43,7.6,6.67,250.39,52.05,138.18,856.21
2025,2025-03-31,EMIRATES NBD BANK (P.J.S.C.),FOREIGN BANKS,False,2132.09,3333.64,1468.52,322.43,118.39,379.95,48.5,1.11,7804.64,559.85,213.69,878.16,289.09,,,,,1940.78,1972.35,170.23,565.45,101.93,64.88,316.74,7.81,222.5,3421.89,1100.96,271.01,452.76,272.06,11.21,,,42.74,2150.73,62.56,215.7,580.29,290.28,34.22,11.68,,,1194.73,962.07,916.27,1923.93,908.63,265.87,859.51,508.43,223.56,6568.27
2025,2025-03-31,FIRST ABU DHABI BANK PJSC,FOREIGN BANKS,False,674.43,520.19,163.5,31.35,47.7,69.7,,,1506.86,3696.76,,,,,,,,3696.76,4909.51,31.0,9.74,1.87,2.84,4.15,,,4959.12,35.21,1.2,,,,,,,36.41,0.02,,,,,0.09,,,0.1,65.93,11.9,982.25,605.37,244.0,375.0,,,2284.45
2025,2025-03-31,FIRSTRAND BANK LTD,FOREIGN BANKS,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2025-03-31,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,FOREIGN BANKS,False,588.64,282.81,1734.57,158.42,327.42,348.07,,,3439.95,1114.01,,,182.16,,,,,1296.18,2029.41,271.04,147.14,37.64,156.76,738.72,,200.79,3581.5,41.57,,,184.98,,,,60.69,287.24,99.78,,,184.98,,,,,284.76,43.4,253.63,402.9,134.66,405.0,216.67,,,1456.26
2025,2025-03-31,INDUSTRIAL BANK OF KOREA,FOREIGN BANKS,False,41.13,7.5,6.82,5.69,19.82,199.37,0.25,0.05,280.63,,,,,,,,,,,14.33,14.56,19.44,19.1,,,,67.44,4.71,,,,,,,,4.71,0.12,,,,,0.71,,,0.83,94.6,6.95,21.71,83.1,138.16,152.03,95.61,7.91,600.07
2025,2025-03-31,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,FOREIGN BANKS,False,55633.24,6436.42,6465.86,1577.55,1231.5,9784.02,1.67,,81130.26,59172.15,,,,,,,,59172.15,82959.56,1001.89,1231.81,271.72,2771.02,2461.9,7142.93,7115.94,104956.77,36696.39,42.12,267.92,662.17,145.28,89.33,271.45,75.1,38249.77,5103.4,,100.4,0.08,62.76,0.23,,,5266.86,3800.97,2581.51,3597.22,1738.61,992.79,1753.73,609.88,385.78,15460.47
2025,2025-03-31,JSC VTB BANK,FOREIGN BANKS,False,287.27,,,,,1627.89,,,1915.17,,,,,,,,,,59.89,,89.22,,139.07,,,,288.19,2.39,,,,0.22,,,,2.61,2.29,,,,,,,,2.29,,,,,,,,,
2025,2025-03-31,KEB HANA BANK,FOREIGN BANKS,False,724.61,468.28,938.14,679.46,388.77,364.18,,0.01,3563.44,,17.1,38.46,223.61,,,,,279.17,79.87,49.8,79.28,107.76,56.68,,,,373.38,,,,,,,,,,,,,,,,,,,33.23,81.23,706.96,551.26,695.36,587.33,93.9,,2749.27
2025,2025-03-31,KOOKMIN BANK,FOREIGN BANKS,False,185.26,683.62,587.84,314.3,5.26,26.44,,,1802.72,1198.91,,,150.57,25.22,,,,1374.7,138.6,,229.59,135.22,190.27,675.71,532.18,,1901.57,4.18,,,,,,,,4.18,0.63,,,150.57,25.22,3.57,,,180.0,40.77,95.19,321.22,225.98,137.5,539.25,,,1359.91
2025,2025-03-31,MASHREQ BANK PSC,FOREIGN BANKS,False,25.55,9.0,42.63,82.4,108.9,144.8,,,413.27,69.04,,,,,,,1270.45,1339.49,332.33,13.44,4.71,9.81,12.03,16.0,,1.44,389.77,96.33,5.34,39.31,,,1.21,,,142.19,21.33,,0.01,0.76,,119.85,,,141.94,714.59,64.54,1081.45,4.15,203.86,220.93,273.54,,2563.06
2025,2025-03-31,MIZUHO BANK LTD,FOREIGN BANKS,False,6540.12,6117.26,8153.04,3311.95,875.32,3884.68,,,28882.38,4531.88,,1718.71,854.33,,854.75,,,7959.67,14762.83,1974.24,1263.24,903.08,339.71,2087.14,,837.77,22168.01,485.02,1390.95,80.5,281.13,108.98,,,3363.87,5710.45,680.46,1312.13,1746.34,54.53,,855.62,,3304.57,7953.66,3567.32,1651.15,2655.7,2226.73,2172.02,5528.9,2160.93,919.48,20882.22
2025,2025-03-31,"MUFG BANK, LTD.",FOREIGN BANKS,False,5395.95,3872.05,4904.52,2719.65,1526.03,3929.08,0.71,,22347.99,110.48,649.61,357.12,250.85,232.11,,,,1600.17,3765.5,1008.77,1121.84,776.95,743.6,2172.11,0.12,1042.64,10631.53,60.07,228.04,741.31,562.19,339.39,,,,1930.99,608.97,654.0,359.19,423.26,252.68,2001.98,3176.49,,7476.56,2605.74,1819.99,3345.83,1478.21,3237.45,4760.32,3015.45,890.32,21153.31
2025,2025-03-31,NATWEST MARKETS PLC,FOREIGN BANKS,False,,,,,,,,,,,,1713.86,214.67,,,,,1928.53,,229.31,2974.14,1179.47,,,,,4382.92,9.0,,1915.31,,3.27,,,,1927.58,,,1721.92,215.68,,,,,1937.6,,,,,,,,,
2025,2025-03-31,NONGHYUP BANK,FOREIGN BANKS,False,2.35,,3.1,8.0,,,,,13.45,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,0.48,,,,,,,,,,,,,68.75,50.5,18.75,,,138.0
2025,2025-03-31,PT BANK MAYBANK INDONESIA TBK,FOREIGN BANKS,False,48.82,,49.0,2.0,5.0,13.27,,,118.09,,,31.65,10.92,,,,,42.57,96.7,20.6,0.43,2.69,0.63,1.26,,0.12,122.44,9.36,,6.66,10.96,,,,4.27,31.24,1.0,4.27,6.66,10.95,,,,,22.88,14.7,16.94,155.27,44.37,15.83,28.19,,,275.31
2025,2025-03-31,QATAR NATIONAL BANK (Q.P.S.C),FOREIGN BANKS,False,431.92,551.55,551.09,4.16,151.94,16.27,,,1706.93,,2.93,5.74,7.95,1.86,,,,18.49,74.9,,,98.12,357.87,,,,530.89,0.53,2.77,7.16,7.13,1.95,,,,19.55,,2.93,5.74,7.95,1.86,,,,18.49,172.63,317.46,464.88,125.41,102.53,262.43,31.88,,1477.22
2025,2025-03-31,SBERBANK,FOREIGN BANKS,False,9003.22,1.85,,,21.5,0.42,,,9026.99,,,,,,,,,,318.98,,,164.62,1521.92,,,,2005.51,49.63,,,,,,,,49.63,0.0,,,,,,,,0.0,,,,,,18.0,77.76,,95.76
2025,2025-03-31,SBM BANK (INDIA) LIMITED,FOREIGN BANKS,False,862.86,283.71,972.66,921.63,1822.39,2391.68,408.46,36.07,7699.46,1.11,,122.22,18.19,180.0,75.0,,224.0,620.52,691.28,10.62,39.94,27.09,392.47,189.76,153.22,707.31,2211.7,20.25,,38.47,,1.97,,,37.88,98.57,80.48,22.03,97.09,131.88,333.61,457.91,332.25,0.0,1455.26,266.28,5.34,230.94,129.0,274.16,2509.54,523.16,715.2,4653.63
2025,2025-03-31,SHINHAN BANK,FOREIGN BANKS,False,2877.83,4801.47,3029.95,1384.27,155.09,1099.56,131.53,42.09,13521.79,,,50.0,,341.9,,,,391.9,1086.75,900.63,594.52,275.72,119.1,166.48,,33.36,3176.56,2044.16,536.9,1224.59,172.4,37.84,,,0.14,4016.03,2576.74,459.98,488.26,73.03,372.79,38.66,,4.87,4014.33,1576.45,876.4,1683.58,1118.62,645.42,1221.97,600.33,3041.84,10764.61
2025,2025-03-31,SOCIETE GENERALE,FOREIGN BANKS,False,90.52,188.73,468.52,498.13,757.14,51.99,4.18,0.38,2059.59,775.0,,,,,,,,775.0,4896.03,143.73,300.22,53.02,197.03,383.8,0.51,0.19,5974.54,1715.76,,,,0.0,,,,1715.76,1107.39,15.15,8.85,98.03,26.67,15.3,1.45,0.56,1273.4,10.52,12.02,55.1,82.65,165.3,495.91,,5.51,827.01
2025,2025-03-31,SONALI BANK PLC,FOREIGN BANKS,False,4.65,0.12,1.4,0.98,3.76,13.06,8.71,74.88,107.54,,,,,,,,,,,,,1.9,,3.86,1.0,26.83,33.59,0.03,0.02,0.1,0.07,0.37,5.72,5.94,54.66,66.91,0.03,0.02,0.09,0.07,0.36,5.59,5.81,53.42,65.39,0.13,2.09,0.65,0.42,0.5,0.04,1.03,0.69,5.55
2025,2025-03-31,STANDARD CHARTERED BANK,FOREIGN BANKS,False,50578.61,4802.55,9628.59,4519.67,6453.58,69888.38,24.82,,145896.21,11938.64,552.59,47.18,70.86,686.55,9365.0,,,22660.82,79636.98,2818.35,3250.31,1748.3,2432.26,20111.39,487.72,449.06,110934.38,13743.29,1202.59,2346.83,1738.55,535.34,1151.86,3809.48,433.59,24961.53,7595.67,2857.61,1416.42,1073.27,1387.24,4902.07,6357.11,892.61,26482.0,15060.52,4856.5,9395.87,7024.04,5620.41,22313.97,6549.58,14137.4,84958.28
2025,2025-03-31,SUMITOMO MITSUI BANKING CORPORATION,FOREIGN BANKS,False,7028.34,7160.08,9117.71,3449.75,1304.45,1986.04,20.03,0.05,30066.45,,,500.0,1000.0,,,,,1500.0,,1054.03,2723.07,3278.17,1816.65,1883.59,1631.05,50.35,12436.9,169.2,682.27,55.13,0.26,,,,341.9,1248.76,69.83,,,,,164.8,,,234.63,5200.95,3236.64,2233.15,1437.19,2116.76,6116.87,1404.36,800.19,22546.11
2025,2025-03-31,THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED,FOREIGN BANKS,False,57443.28,21872.83,27003.52,7223.06,27284.36,7834.16,74716.57,0.08,223377.86,65604.04,,27.48,41.14,37.64,8932.68,,,74642.98,107695.83,12276.79,5874.12,3183.23,5325.34,11724.65,3502.51,10701.06,160283.52,25989.06,954.82,1918.94,1882.01,1720.24,1041.84,537.34,994.65,35038.89,3812.92,904.84,753.78,1728.0,1537.37,9612.61,5677.84,278.88,24306.25,10641.91,9355.08,21065.73,11479.27,13519.54,32548.55,22694.97,16972.76,138277.82
2025,2025-03-31,UBS AG,FOREIGN BANKS,False,183.47,61.16,1877.81,113.24,42.25,173.95,,,2451.88,,,,,,,,,,3994.79,66.2,351.07,4.69,3.41,7.04,,1.58,4428.79,18.25,0.01,,,0.01,,,4.27,22.55,,5.43,1.59,,-0.03,,,,7.0,644.99,,,12.0,,910.0,,,1566.99
2025,2025-03-31,UNITED OVERSEAS BANK LTD,FOREIGN BANKS,False,8.17,88.0,47.0,,,1.02,,,144.18,,,145.31,55.56,,,,,200.87,344.51,,51.21,5.49,,0.21,,,401.41,184.56,17.16,179.5,68.61,,,,22.98,472.81,3.3,0.14,146.58,55.7,,,,,205.71,51.9,250.94,217.3,77.98,33.71,,,,631.83
2025,2025-03-31,WOORI BANK,FOREIGN BANKS,False,1088.45,762.35,1151.21,263.95,89.7,252.3,,,3607.96,400.66,,,,42.74,,,,443.4,1070.94,115.01,367.45,91.79,6.77,49.48,,,1701.45,83.27,,,,,,,,83.27,38.24,,,,42.74,,,,80.97,79.78,288.22,1110.98,500.29,722.0,214.58,8.65,,2924.5
2025,2025-03-31,FOREIGN BANKS,FOREIGN BANKS,True,343120.43,113571.24,131701.51,49447.21,63129.42,330450.12,76479.55,288.28,1108187.76,267418.24,4857.78,18133.54,8895.94,3585.92,28534.61,1279.69,4730.15,337435.86,640706.19,48277.97,40452.2,20561.75,24846.95,91339.87,20229.62,40371.7,926786.25,126564.79,16890.49,20406.64,12849.32,6842.0,4865.62,7517.61,11929.81,207866.29,37093.41,7753.96,14517.89,7188.23,6488.34,38341.03,17426.06,8940.85,137749.77,81486.2,69382.64,100244.49,58779.66,54171.15,146596.02,54137.94,55169.34,619967.43
2025,2025-03-31,AU SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,12951.55,3763.87,9428.96,13481.53,34151.55,49768.96,448.73,273.39,124268.54,130.9,25.0,1416.61,2480.02,2025.19,4131.93,1345.86,104.39,11659.9,13441.87,3847.39,1993.71,1854.58,6071.46,8843.61,1443.91,350.99,37847.52,304.32,3.12,5.5,0.89,,,,,313.82,,,7.48,64.75,53.59,286.7,0.16,,412.68,2260.93,2328.64,6045.7,7688.34,13662.59,43018.76,16567.62,15519.89,107092.48
2025,2025-03-31,CAPITAL SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,348.88,354.4,501.55,478.06,556.87,3839.5,719.92,1523.41,8322.6,1.82,,30.58,3.33,16.59,41.9,75.45,150.91,320.58,396.66,63.35,86.35,47.72,71.68,702.84,144.32,306.55,1819.45,,,,,,,,,,,,,,,,,,,737.4,228.48,152.19,230.59,397.39,3077.46,852.99,1413.9,7090.39
2025,2025-03-31,EQUITAS SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,2204.12,608.66,3314.85,4277.84,11325.41,9663.95,7958.78,3753.11,43106.72,4.89,100.0,43.11,269.12,298.63,838.96,77.56,504.72,2136.99,1653.73,431.74,937.57,852.84,1706.62,1659.95,1354.54,691.7,9288.69,,,,,,,,,,,,,,,,,,,506.06,356.85,1929.73,2204.57,4419.59,14186.07,4753.41,7852.61,36208.89
2025,2025-03-31,ESAF SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,625.72,631.05,2246.45,4230.19,4494.89,10996.24,28.66,23.24,23276.44,,,230.7,190.7,330.96,305.37,85.0,263.0,1405.73,1338.29,141.83,488.91,955.56,1022.66,2038.39,5.31,4.31,5995.26,16.93,,,,,,,,16.93,,,3.94,19.91,37.17,25.27,0.04,,86.33,1258.28,1266.6,2204.71,1952.3,6263.71,3243.78,1191.9,646.59,18027.87
2025,2025-03-31,JANA SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,2361.49,1003.66,3363.68,2698.12,7121.6,12452.39,114.81,4.03,29119.78,511.12,,501.17,510.37,575.46,1115.56,227.17,425.97,3866.82,1167.43,164.55,575.45,415.94,1073.29,1863.45,678.69,5.78,5944.58,,,,,,,,,,,,,,,,,,,516.35,708.85,2011.21,2499.25,3571.05,6112.39,2433.82,9302.56,27155.48
2025,2025-03-31,NORTH EAST SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,147.76,72.31,153.61,200.54,725.21,1118.53,0.34,0.08,2418.38,25.96,22.95,44.94,75.51,139.21,534.67,,296.3,1139.53,225.08,65.92,32.32,44.9,139.6,268.22,1.88,0.21,778.14,,,,,,,,,,,,,,,,,,,254.69,5.43,589.16,766.55,852.61,273.98,136.83,25.63,2904.87
2025,2025-03-31,SHIVALIK SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,281.54,164.69,146.21,277.35,780.31,1257.25,142.52,111.19,3161.06,99.55,4.17,40.0,36.18,212.69,75.53,30.0,16.95,515.06,195.79,11.09,46.89,47.2,101.16,194.39,21.37,16.65,634.53,,,,,,,,,,,,,,,,,,,133.56,85.24,134.35,204.55,700.57,907.2,233.18,535.91,2934.56
2025,2025-03-31,SURYODAY SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,677.45,206.03,756.78,903.16,2161.87,4778.46,1087.7,8.18,10579.61,396.27,43.83,113.61,227.44,439.88,1262.54,226.72,,2710.29,1110.02,89.47,178.8,234.45,527.27,792.46,201.42,3.58,3137.48,,,,,,,,,,,,,,,,,,,325.92,85.38,968.05,1178.85,2066.48,2864.19,962.87,1522.6,9974.35
2025,2025-03-31,UJJIVAN SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,1894.23,1356.17,3352.54,10317.34,10050.08,10467.62,180.55,11.96,37630.48,1326.49,,90.5,61.51,123.0,431.96,556.85,255.06,2845.36,3639.18,282.98,1170.67,1845.84,2782.14,1847.24,140.46,21.47,11729.99,,,,,,,,,,,,,,,,,,,877.86,782.38,3100.53,4952.56,6712.65,7630.25,1493.45,5840.32,31390.0
2025,2025-03-31,UNITY SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,605.57,255.29,782.96,1254.46,2484.56,6511.19,40.95,16.91,11951.89,108.33,,97.53,105.86,211.72,443.78,100.05,,1067.27,1286.38,196.27,401.88,467.39,867.32,1818.54,28.56,85.66,5151.99,2.23,,,,,0.16,0.32,13.91,16.62,,,,,,,,,,513.47,226.71,1737.95,1450.79,1857.06,2483.01,876.47,1839.72,10985.18
2025,2025-03-31,UTKARSH SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,1415.61,455.1,775.49,1671.17,4914.53,10632.56,1662.48,38.76,21565.7,0.04,0.05,142.23,249.2,438.41,1205.32,14.44,305.08,2354.77,945.61,122.0,220.06,612.12,850.19,1880.16,266.34,61.4,4957.89,,,,,,,,,,,,,,,,,,,532.64,378.62,1396.01,2064.46,3477.12,5121.37,1989.62,3756.64,18716.48
2025,2025-03-31,SMALL FINANCE BANKS,SMALL FINANCE BANKS,True,23513.92,8871.22,24823.08,39789.75,78766.89,121486.66,12385.45,5764.25,315401.21,2605.37,196.0,2750.98,4209.23,4811.74,10387.51,2739.09,2322.38,30022.3,25400.04,5416.59,6132.61,7378.55,15213.39,21909.26,4286.8,1548.29,87285.52,323.48,3.12,5.5,0.89,,0.16,0.32,13.91,347.37,,,11.42,84.66,90.76,311.97,0.2,,499.01,7917.16,6453.16,20269.6,25192.81,43980.82,88918.46,31492.15,48256.38,272480.55
2025,2025-03-31,AIRTEL PAYMENTS BANK LIMITED,PAYMENTS BANKS,False,342.23,,,,,3075.84,,,3418.06,,,,,,129.85,,,129.85,534.57,94.7,417.8,874.06,1334.27,4.98,,33.61,3293.99,0.47,,,,,,,,0.47,0.45,,,,,,,,0.45,,,,,,,,,
2025,2025-03-31,FINO PAYMENTS BANK LIMITED,PAYMENTS BANKS,False,334.1,211.45,23.17,100.11,,1270.6,,,1939.44,839.46,,,,,,,,839.46,1915.53,457.59,10.0,0.18,0.26,1.84,2.66,0.08,2388.13,,,0.46,,,,,,0.46,,,0.46,,,,,,0.46,,,,,0.17,,,,0.17
2025,2025-03-31,INDIA POST PAYMENTS BANK LIMITED,PAYMENTS BANKS,False,2238.1,1233.39,2790.52,,,13083.23,,,19345.24,961.0,,,,,,,,961.0,75.49,514.13,2917.61,4149.43,7257.8,604.08,189.17,829.06,16536.79,0.86,,,,,,,,0.86,0.86,,,,,,,,0.86,,,,,,,,,
2025,2025-03-31,PAYTM PAYMENTS BANK LIMITED,PAYMENTS BANKS,False,39.78,,,,,388.75,,,428.53,,,,,,,,,,,,99.48,763.45,336.57,,,26.78,1226.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2025-03-31,PAYMENTS BANKS,PAYMENTS BANKS,True,2954.21,1444.84,2813.69,100.11,,17818.42,,,25131.27,1800.46,,,,,129.85,,,1930.31,2525.59,1066.41,3444.89,5787.12,8928.91,610.9,191.84,889.54,23445.19,1.33,,0.46,,,,,,1.79,1.31,,0.46,,,,,,1.77,,,,,0.17,,,,0.17
2025,2025-03-31,ALL SCHEDULED COMMERCIAL BANKS,ALL SCHEDULED COMMERCIAL BANKS,True,1849324.66,711381.11,1758927.51,1673239.81,3861509.95,5784250.72,2380581.56,6127967.9,24147183.22,542430.36,81022.43,225926.13,266832.22,351219.22,543048.73,205586.23,501541.39,2717606.7,1993817.12,213594.34,324545.46,267557.77,556306.07,1085700.42,847295.63,2654010.43,7942827.25,600500.38,205691.41,399475.11,362060.37,301847.88,436907.96,237120.6,181749.79,2725353.51,311082.08,186782.27,382741.94,377698.79,447337.05,455574.45,173151.4,125851.44,2460219.43,687984.11,503755.3,1342053.78,1238979.99,1881897.96,6718468.83,2246041.27,4500426.57,19119607.81
2024,2024-03-31,BANK OF BARODA,PUBLIC SECTOR BANKS,False,84498.83,67123.37,131841.5,93008.84,191905.22,314143.53,100654.25,351960.86,1335136.4,29870.12,496.57,5781.92,6440.76,12066.27,18729.8,7508.87,13507.95,94402.26,106429.52,10592.38,21991.58,15943.6,33809.05,68610.19,23141.44,89299.08,369816.84,39216.28,10178.66,34285.72,23882.7,23538.73,64433.54,36793.93,22424.92,254754.48,38881.52,14777.85,29586.24,20350.43,32278.06,23960.25,44815.57,35664.85,240314.77,16885.27,11996.92,49317.56,45982.37,172866.76,427603.03,166296.52,174833.29,1065781.72
2024,2024-03-31,BANK OF INDIA,PUBLIC SECTOR BANKS,False,37143.92,15032.43,60752.22,46051.04,47227.88,53037.26,42534.9,436140.58,737920.21,22606.27,80.47,16809.95,11990.93,9818.03,13199.42,6419.0,,80924.07,3921.59,2885.21,1087.41,4473.23,4993.62,17872.31,32402.84,159508.26,227144.47,6827.06,9524.27,21036.71,15745.47,12466.81,23593.31,17992.02,9501.57,116687.23,12789.73,6541.7,33433.26,24584.71,12354.49,17016.65,12182.31,4263.47,123166.32,31155.35,15329.67,34971.53,26146.71,39381.37,222060.13,58512.27,135587.64,563144.67
2024,2024-03-31,BANK OF MAHARASHTRA,PUBLIC SECTOR BANKS,False,11771.05,8442.56,26834.13,25242.98,76410.99,37940.52,18135.03,65969.91,270747.17,74.41,,193.81,258.52,485.47,1598.95,,5107.7,7718.86,80.31,93.48,3338.34,782.45,3153.97,17317.44,10154.96,33353.17,68274.12,1828.01,1277.91,1837.71,1954.96,6769.1,,,,13667.69,2662.07,1025.09,1680.03,1595.31,6823.24,36.27,7.54,,13829.55,9896.1,5183.22,18433.44,13021.73,25355.62,45586.63,29912.48,52850.67,200239.88
