LAF Auction Date,Report Date,Year,Repo (Fixed Rate)_Repo/Reverse Repo Period (Days),Repo (Fixed Rate)_Bids Received_Number,Repo (Fixed Rate)_Bids Received_Amount,Repo (Fixed Rate)_Bids Accepted_Number,Repo (Fixed Rate)_Bids Accepted_Amount,Repo (Fixed Rate)_Cut-off Rate (%),Reverse Repo (Fixed Rate)_Bids Received_Number,Reverse Repo (Fixed Rate)_Bids Received_Amount,Reverse Repo (Fixed Rate)_Bids Accepted_Number,Reverse Repo (Fixed Rate)_Bids Accepted_Amount,Reverse Repo (Fixed Rate)_Cut-off Rate (%),Repo (Variable Rate)_Period (Days),Repo (Variable Rate)_Bids Received_Number,Repo (Variable Rate)_Bids Received_Amount,Repo (Variable Rate)_Bids Accepted_Number,Repo (Variable Rate)_Bids Accepted_Amount,Repo (Variable Rate)_Cut-off Rate (%),Reverse Repo (Variable Rate)_Period (Days),Reverse Repo (Variable Rate)_Bids Received_Number,Reverse Repo (Variable Rate)_Bids Received_Amount,Reverse Repo (Variable Rate)_Bids Accepted_Number,Reverse Repo (Variable Rate)_Bids Accepted_Amount,Reverse Repo (Variable Rate)_Cut-off Rate (%)
"Mar 05, 2023",2023-03-05,2023,,,,,,,,,,,,,,,,,,,,,,,
"Mar 03, 2023",2023-03-03,2023,,,,,,,,,,,,,,,,,,,,,,,
"Mar 02, 2023",2023-03-02,2023,,,,,,,,,,,,,,,,,,,,,,,
"Mar 01, 2023",2023-03-01,2023,,,,,,,,,,,,,,,,,,,,,,,
"Feb 28, 2023",2023-02-28,2023,,,,,,,,,,,,,,,,,,,,,,,
"Feb 27, 2023",2023-02-27,2023,,,,,,,,,,,,,,,,,,,,,,,
"Feb 26, 2023",2023-02-26,2023,,,,,,,,,,,,,,,,,,,,,,,
"Feb 25, 2023",2023-02-25,2023,,,,,,,,,,,,,,,,,,,,,,,
"Feb 24, 2023",2023-02-24,2023,,,,,,,,,,,,,,,,,,14.0,22.0,12752.0,22.0,12752.0,6.49
"Feb 24, 2023",2023-02-24,2023,,,,,,,,,,,,,,,,,,,,,,,
"Feb 22, 2023",2023-02-22,2023,,,,,,,,,,,,,,,,,,,,,,,
"Feb 21, 2023",2023-02-21,2023,,,,,,,,,,,,,,,,,,,,,,,
"Feb 20, 2023",2023-02-20,2023,,,,,,,,,,,,,,,,,,,,,,,
"Feb 19, 2023",2023-02-19,2023,,,,,,,,,,,,,,,,,,,,,,,
"Feb 18, 2023",2023-02-18,2023,,,,,,,,,,,,,,,,,,,,,,,
"Feb 17, 2023",2023-02-17,2023,,,,,,,,,,,,,,,,,,,,,,,
"Feb 16, 2023",2023-02-16,2023,,,,,,,,,,,,,,,,,,,,,,,
"Feb 15, 2023",2023-02-15,2023,,,,,,,,,,,,,,,,,,,,,,,
"Feb 14, 2023",2023-02-14,2023,,,,,,,,,,,,,,,,,,,,,,,
"Feb 13, 2023",2023-02-13,2023,,,,,,,,,,,,,,,,,,,,,,,
"Feb 10, 2023",2023-02-10,2023,,,,,,,,,,,,14.0,77.0,133560.0,46.0,50000.0,6.56,,,,,,
"Feb 10, 2023",2023-02-10,2023,,,,,,,,,,,,,,,,,,,,,,,
"Feb 09, 2023",2023-02-09,2023,,,,,,,,,,,,,,,,,,,,,,,
"Feb 08, 2023",2023-02-08,2023,,,,,,,,,,,,,,,,,,,,,,,
"Feb 07, 2023",2023-02-07,2023,,,,,,,,,,,,,,,,,,,,,,,
"Feb 06, 2023",2023-02-06,2023,,,,,,,,,,,,,,,,,,,,,,,
"Feb 04, 2023",2023-02-04,2023,,,,,,,,,,,,,,,,,,,,,,,
"Feb 03, 2023",2023-02-03,2023,,,,,,,,,,,,,,,,,,,,,,,
"Feb 02, 2023",2023-02-02,2023,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2023",2023-02-01,2023,,,,,,,,,,,,,,,,,,,,,,,
"Jan 31, 2023",2023-01-31,2023,,,,,,,,,,,,,,,,,,,,,,,
"Jan 30, 2023",2023-01-30,2023,,,,,,,,,,,,,,,,,,,,,,,
"Jan 27, 2023",2023-01-27,2023,,,,,,,,,,,,,,,,,,14.0,19.0,35039.0,19.0,35039.0,6.24
"Jan 27, 2023",2023-01-27,2023,,,,,,,,,,,,,,,,,,,,,,,
"Jan 26, 2023",2023-01-26,2023,,,,,,,,,,,,,,,,,,,,,,,
"Jan 25, 2023",2023-01-25,2023,,,,,,,,,,,,,,,,,,,,,,,
"Jan 24, 2023",2023-01-24,2023,,,,,,,,,,,,,,,,,,,,,,,
"Jan 23, 2023",2023-01-23,2023,,,,,,,,,,,,,,,,,,,,,,,
"Jan 21, 2023",2023-01-21,2023,,,,,,,,,,,,,,,,,,,,,,,
"Jan 20, 2023",2023-01-20,2023,,,,,,,,,,,,,,,,,,,,,,,
"Jan 19, 2023",2023-01-19,2023,,,,,,,,,,,,,,,,,,,,,,,
"Jan 18, 2023",2023-01-18,2023,,,,,,,,,,,,,,,,,,,,,,,
"Jan 17, 2023",2023-01-17,2023,,,,,,,,,,,,,,,,,,,,,,,
"Jan 16, 2023",2023-01-16,2023,,,,,,,,,,,,,,,,,,,,,,,
"Jan 15, 2023",2023-01-15,2023,,,,,,,,,,,,,,,,,,,,,,,
"Jan 13, 2023",2023-01-13,2023,,,,,,,,,,,,,,,,,,14.0,35.0,52290.0,35.0,52290.0,6.24
"Jan 13, 2023",2023-01-13,2023,,,,,,,,,,,,,,,,,,,,,,,
"Jan 12, 2023",2023-01-12,2023,,,,,,,,,,,,,,,,,,,,,,,
"Jan 11, 2023",2023-01-11,2023,,,,,,,,,,,,,,,,,,,,,,,
"Jan 10, 2023",2023-01-10,2023,,,,,,,,,,,,,,,,,,,,,,,
"Jan 09, 2023",2023-01-09,2023,,,,,,,,,,,,,,,,,,,,,,,
"Jan 08, 2023",2023-01-08,2023,,,,,,,,,,,,,,,,,,,,,,,
"Jan 07, 2023",2023-01-07,2023,,,,,,,,,,,,,,,,,,,,,,,
"Jan 06, 2023",2023-01-06,2023,,,,,,,,,,,,,,,,,,,,,,,
"Jan 05, 2023",2023-01-05,2023,,,,,,,,,,,,,,,,,,,,,,,
"Jan 04, 2023",2023-01-04,2023,,,,,,,,,,,,,,,,,,,,,,,
"Jan 03, 2023",2023-01-03,2023,,,,,,,,,,,,,,,,,,,,,,,
"Jan 02, 2023",2023-01-02,2023,,,,,,,,,,,,,,,,,,,,,,,
"Dec 31, 2022",2022-12-31,2022,,,,,,,,,,,,,,,,,,,,,,,
"Dec 30, 2022",2022-12-30,2022,,,,,,,,,,,,,,,,,,14.0,15.0,27084.0,15.0,27084.0,6.24
"Dec 30, 2022",2022-12-30,2022,,,,,,,,,,,,,,,,,,,,,,,
"Dec 29, 2022",2022-12-29,2022,,,,,,,,,,,,,,,,,,,,,,,
"Dec 28, 2022",2022-12-28,2022,,,,,,,,,,,,,,,,,,,,,,,
"Dec 27, 2022",2022-12-27,2022,,,,,,,,,,,,,,,,,,,,,,,
"Dec 26, 2022",2022-12-26,2022,,,,,,,,,,,,,,,,,,,,,,,
"Dec 23, 2022",2022-12-23,2022,,,,,,,,,,,,,,,,,,,,,,,
"Dec 21, 2022",2022-12-21,2022,,,,,,,,,,,,,,,,,,,,,,,
"Dec 20, 2022",2022-12-20,2022,,,,,,,,,,,,,,,,,,,,,,,
"Dec 19, 2022",2022-12-19,2022,,,,,,,,,,,,,,,,,,,,,,,
"Dec 17, 2022",2022-12-17,2022,,,,,,,,,,,,,,,,,,,,,,,
"Dec 16, 2022",2022-12-16,2022,,,,,,,,,,,,,,,,,,14.0,16.0,13453.0,16.0,13453.0,6.24
"Dec 16, 2022",2022-12-16,2022,,,,,,,,,,,,,,,,,,,,,,,
"Dec 15, 2022",2022-12-15,2022,,,,,,,,,,,,,,,,,,,,,,,
"Dec 14, 2022",2022-12-14,2022,,,,,,,,,,,,,,,,,,,,,,,
"Dec 13, 2022",2022-12-13,2022,,,,,,,,,,,,,,,,,,,,,,,
"Dec 12, 2022",2022-12-12,2022,,,,,,,,,,,,,,,,,,,,,,,
"Dec 08, 2022",2022-12-08,2022,,,,,,,,,,,,,,,,,,,,,,,
"Dec 07, 2022",2022-12-07,2022,,,,,,,,,,,,,,,,,,,,,,,
"Dec 06, 2022",2022-12-06,2022,,,,,,,,,,,,,,,,,,,,,,,
"Dec 05, 2022",2022-12-05,2022,,,,,,,,,,,,,,,,,,,,,,,
"Dec 03, 2022",2022-12-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Dec 02, 2022",2022-12-02,2022,,,,,,,,,,,,,,,,,,14.0,19.0,31234.0,19.0,31234.0,5.89
"Dec 02, 2022",2022-12-02,2022,,,,,,,,,,,,,,,,,,,,,,,
"Nov 30, 2022",2022-11-30,2022,,,,,,,,,,,,,,,,,,,,,,,
"Nov 29, 2022",2022-11-29,2022,,,,,,,,,,,,,,,,,,,,,,,
"Nov 28, 2022",2022-11-28,2022,,,,,,,,,,,,,,,,,,,,,,,
"Nov 25, 2022",2022-11-25,2022,,,,,,,,,,,,,,,,,,,,,,,
"Nov 23, 2022",2022-11-23,2022,,,,,,,,,,,,,,,,,,,,,,,
"Nov 22, 2022",2022-11-22,2022,,,,,,,,,,,,,,,,,,,,,,,
"Nov 21, 2022",2022-11-21,2022,,,,,,,,,,,,,,,,,,,,,,,
"Nov 20, 2022",2022-11-20,2022,,,,,,,,,,,,,,,,,,,,,,,
"Nov 18, 2022",2022-11-18,2022,,,,,,,,,,,,,,,,,,14.0,37.0,52065.0,37.0,52065.0,5.89
"Nov 18, 2022",2022-11-18,2022,,,,,,,,,,,,,,,,,,,,,,,
"Nov 17, 2022",2022-11-17,2022,,,,,,,,,,,,,,,,,,,,,,,
"Nov 16, 2022",2022-11-16,2022,,,,,,,,,,,,,,,,,,,,,,,
"Nov 15, 2022",2022-11-15,2022,,,,,,,,,,,,,,,,,,,,,,,
"Nov 14, 2022",2022-11-14,2022,,,,,,,,,,,,,,,,,,,,,,,
"Nov 11, 2022",2022-11-11,2022,,,,,,,,,,,,,,,,,,,,,,,
"Nov 10, 2022",2022-11-10,2022,,,,,,,,,,,,,,,,,,,,,,,
"Nov 09, 2022",2022-11-09,2022,,,,,,,,,,,,,,,,,,,,,,,
"Nov 08, 2022",2022-11-08,2022,,,,,,,,,,,,,,,,,,,,,,,
"Nov 07, 2022",2022-11-07,2022,,,,,,,,,,,,,,,,,,,,,,,
"Nov 06, 2022",2022-11-06,2022,,,,,,,,,,,,,,,,,,,,,,,
"Nov 04, 2022",2022-11-04,2022,,,,,,,,,,,,,,,,,,14.0,36.0,32483.0,36.0,32483.0,5.89
"Nov 04, 2022",2022-11-04,2022,,,,,,,,,,,,,,,,,,,,,,,
"Nov 03, 2022",2022-11-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Nov 02, 2022",2022-11-02,2022,,,,,,,,,,,,,,,,,,,,,,,
"Nov 01, 2022",2022-11-01,2022,,,,,,,,,,,,,,,,,,,,,,,
"Oct 31, 2022",2022-10-31,2022,,,,,,,,,,,,,,,,,,,,,,,
"Oct 30, 2022",2022-10-30,2022,,,,,,,,,,,,,,,,,,,,,,,
"Oct 28, 2022",2022-10-28,2022,,,,,,,,,,,,,,,,,,,,,,,
"Oct 27, 2022",2022-10-27,2022,,,,,,,,,,,,,,,,,,,,,,,
"Oct 26, 2022",2022-10-26,2022,,,,,,,,,,,,,,,,,,,,,,,
"Oct 25, 2022",2022-10-25,2022,,,,,,,,,,,,,,,,,,,,,,,
"Oct 24, 2022",2022-10-24,2022,,,,,,,,,,,,,,,,,,,,,,,
"Oct 21, 2022",2022-10-21,2022,,,,,,,,,,,,,,,,,,14.0,11.0,5648.0,11.0,5648.0,5.89
"Oct 21, 2022",2022-10-21,2022,,,,,,,,,,,,,,,,,,,,,,,
"Oct 19, 2022",2022-10-19,2022,,,,,,,,,,,,,,,,,,,,,,,
"Oct 18, 2022",2022-10-18,2022,,,,,,,,,,,,,,,,,,,,,,,
"Oct 17, 2022",2022-10-17,2022,,,,,,,,,,,,,,,,,,,,,,,
"Oct 16, 2022",2022-10-16,2022,,,,,,,,,,,,,,,,,,,,,,,
"Oct 14, 2022",2022-10-14,2022,,,,,,,,,,,,,,,,,,,,,,,
"Oct 13, 2022",2022-10-13,2022,,,,,,,,,,,,,,,,,,,,,,,
"Oct 12, 2022",2022-10-12,2022,,,,,,,,,,,,,,,,,,,,,,,
"Oct 11, 2022",2022-10-11,2022,,,,,,,,,,,,,,,,,,,,,,,
"Oct 10, 2022",2022-10-10,2022,,,,,,,,,,,,,,,,,,,,,,,
"Oct 07, 2022",2022-10-07,2022,,,,,,,,,,,,,,,,,,14.0,33.0,61990.0,33.0,61990.0,5.89
"Oct 07, 2022",2022-10-07,2022,,,,,,,,,,,,,,,,,,,,,,,
"Oct 06, 2022",2022-10-06,2022,,,,,,,,,,,,,,,,,,,,,,,
"Oct 05, 2022",2022-10-05,2022,,,,,,,,,,,,,,,,,,,,,,,
"Oct 04, 2022",2022-10-04,2022,,,,,,,,,,,,,,,,,,,,,,,
"Oct 03, 2022",2022-10-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Oct 01, 2022",2022-10-01,2022,,,,,,,,,,,,,,,,,,,,,,,
"Sep 30, 2022",2022-09-30,2022,,,,,,,,,,,,,,,,,,,,,,,
"Sep 29, 2022",2022-09-29,2022,,,,,,,,,,,,,,,,,,,,,,,
"Sep 28, 2022",2022-09-28,2022,,,,,,,,,,,,,,,,,,,,,,,
"Sep 23, 2022",2022-09-23,2022,,,,,,,,,,,,,,,,,,14.0,7.0,3748.0,7.0,3748.0,5.39
"Sep 23, 2022",2022-09-23,2022,,,,,,,,,,,,,,,,,,,,,,,
"Sep 22, 2022",2022-09-22,2022,,,,,,,,,,,,1.0,36.0,94267.0,16.0,50001.0,5.58,,,,,,
"Sep 22, 2022",2022-09-22,2022,,,,,,,,,,,,,,,,,,,,,,,
"Sep 21, 2022",2022-09-21,2022,,,,,,,,,,,,,,,,,,,,,,,
"Sep 20, 2022",2022-09-20,2022,,,,,,,,,,,,,,,,,,,,,,,
"Sep 19, 2022",2022-09-19,2022,,,,,,,,,,,,,,,,,,,,,,,
"Sep 17, 2022",2022-09-17,2022,,,,,,,,,,,,,,,,,,,,,,,
"Sep 16, 2022",2022-09-16,2022,,,,,,,,,,,,,,,,,,,,,,,
"Sep 15, 2022",2022-09-15,2022,,,,,,,,,,,,,,,,,,,,,,,
"Sep 14, 2022",2022-09-14,2022,,,,,,,,,,,,,,,,,,,,,,,
"Sep 13, 2022",2022-09-13,2022,,,,,,,,,,,,,,,,,,,,,,,
"Sep 12, 2022",2022-09-12,2022,,,,,,,,,,,,,,,,,,,,,,,
"Sep 09, 2022",2022-09-09,2022,,,,,,,,,,,,,,,,,,14.0,44.0,33392.0,44.0,33392.0,5.39
"Sep 09, 2022",2022-09-09,2022,,,,,,,,,,,,,,,,,,,,,,,
"Sep 08, 2022",2022-09-08,2022,,,,,,,,,,,,,,,,,,,,,,,
"Sep 07, 2022",2022-09-07,2022,,,,,,,,,,,,,,,,,,,,,,,
"Sep 06, 2022",2022-09-06,2022,,,,,,,,,,,,,,,,,,28.0,18.0,44015.0,18.0,44015.0,5.39
"Sep 06, 2022",2022-09-06,2022,,,,,,,,,,,,,,,,,,,,,,,
"Sep 05, 2022",2022-09-05,2022,,,,,,,,,,,,,,,,,,,,,,,
"Sep 03, 2022",2022-09-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Sep 02, 2022",2022-09-02,2022,,,,,,,,,,,,,,,,,,,,,,,
"Sep 01, 2022",2022-09-01,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 31, 2022",2022-08-31,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 30, 2022",2022-08-30,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 29, 2022",2022-08-29,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 28, 2022",2022-08-28,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 26, 2022",2022-08-26,2022,,,,,,,,,,,,,,,,,,14.0,39.0,70331.0,39.0,70331.0,5.39
"Aug 26, 2022",2022-08-26,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 24, 2022",2022-08-24,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 23, 2022",2022-08-23,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 22, 2022",2022-08-22,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 21, 2022",2022-08-21,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 19, 2022",2022-08-19,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 18, 2022",2022-08-18,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 17, 2022",2022-08-17,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 16, 2022",2022-08-16,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 15, 2022",2022-08-15,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 12, 2022",2022-08-12,2022,,,,,,,,,,,,,,,,,,14.0,32.0,22225.0,32.0,22225.0,5.39
"Aug 12, 2022",2022-08-12,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 10, 2022",2022-08-10,2022,,,,,,,,,,,,,,,,,,27.0,27.0,45530.0,27.0,45530.0,5.39
"Aug 10, 2022",2022-08-10,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 09, 2022",2022-08-09,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 08, 2022",2022-08-08,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 07, 2022",2022-08-07,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 05, 2022",2022-08-05,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 05, 2022",2022-08-05,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 05, 2022",2022-08-05,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 05, 2022",2022-08-05,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 05, 2022",2022-08-05,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 05, 2022",2022-08-05,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 05, 2022",2022-08-05,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 05, 2022",2022-08-05,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 05, 2022",2022-08-05,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 05, 2022",2022-08-05,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 05, 2022",2022-08-05,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 05, 2022",2022-08-05,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 05, 2022",2022-08-05,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 04, 2022",2022-08-04,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 04, 2022",2022-08-04,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 04, 2022",2022-08-04,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 04, 2022",2022-08-04,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 04, 2022",2022-08-04,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 04, 2022",2022-08-04,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 04, 2022",2022-08-04,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 04, 2022",2022-08-04,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 04, 2022",2022-08-04,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 04, 2022",2022-08-04,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 04, 2022",2022-08-04,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 04, 2022",2022-08-04,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 04, 2022",2022-08-04,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 04, 2022",2022-08-04,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 04, 2022",2022-08-04,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 04, 2022",2022-08-04,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 04, 2022",2022-08-04,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 04, 2022",2022-08-04,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 04, 2022",2022-08-04,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 04, 2022",2022-08-04,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 04, 2022",2022-08-04,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 04, 2022",2022-08-04,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 04, 2022",2022-08-04,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 04, 2022",2022-08-04,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 04, 2022",2022-08-04,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 04, 2022",2022-08-04,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 04, 2022",2022-08-04,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 03, 2022",2022-08-03,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 02, 2022",2022-08-02,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 02, 2022",2022-08-02,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 02, 2022",2022-08-02,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 02, 2022",2022-08-02,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 02, 2022",2022-08-02,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 02, 2022",2022-08-02,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 02, 2022",2022-08-02,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 02, 2022",2022-08-02,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 02, 2022",2022-08-02,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 02, 2022",2022-08-02,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 02, 2022",2022-08-02,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 02, 2022",2022-08-02,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 02, 2022",2022-08-02,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 02, 2022",2022-08-02,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 02, 2022",2022-08-02,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 02, 2022",2022-08-02,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 02, 2022",2022-08-02,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 02, 2022",2022-08-02,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 02, 2022",2022-08-02,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 02, 2022",2022-08-02,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 02, 2022",2022-08-02,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 02, 2022",2022-08-02,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 02, 2022",2022-08-02,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 02, 2022",2022-08-02,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 02, 2022",2022-08-02,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 02, 2022",2022-08-02,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 02, 2022",2022-08-02,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 02, 2022",2022-08-02,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 02, 2022",2022-08-02,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 02, 2022",2022-08-02,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 02, 2022",2022-08-02,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 02, 2022",2022-08-02,2022,,,,,,,,,,,,,,,,,,,,,,,
"Aug 02, 2022",2022-08-02,2022,,,,,,,,,,,,,,,,,,,,,,,
