Year,Report Date,Bank Name,Bank Type,Is_Aggregate,Capital Market Sector,Real Estate Sector,Commodities,Total
2015,2015-03-31,ING VYSYA BANK LTD,PRIVATE SECTOR BANKS,False,362.97,6981.4,,7344.37
2015,2015-03-31,JAMMU & KASHMIR BANK LTD,PRIVATE SECTOR BANKS,False,178.26,5258.97,,5437.23
2015,2015-03-31,KARNATAKA BANK LTD,PRIVATE SECTOR BANKS,False,164.42,5898.59,,6063.01
2015,2015-03-31,KARUR VYSYA BANK LTD,PRIVATE SECTOR BANKS,False,354.4,4011.13,,4365.53
2015,2015-03-31,KOTAK MAHINDRA BANK LTD.,PRIVATE SECTOR BANKS,False,2260.85,14834.66,,17095.51
2015,2015-03-31,LAKSHMI VILAS BANK LTD,PRIVATE SECTOR BANKS,False,43.32,1181.52,,1224.84
2015,2015-03-31,NAINITAL BANK LTD,PRIVATE SECTOR BANKS,False,,496.25,,496.25
2015,2015-03-31,RBL BANK LTD,PRIVATE SECTOR BANKS,False,394.8,1671.73,,2066.53
2015,2015-03-31,SOUTH INDIAN BANK LTD,PRIVATE SECTOR BANKS,False,319.64,2637.63,,2957.27
2015,2015-03-31,TAMILNAD MERCANTILE BANK LTD,PRIVATE SECTOR BANKS,False,123.18,1732.94,,1856.12
2015,2015-03-31,YES BANK LTD.,PRIVATE SECTOR BANKS,False,1367.44,12846.85,,14214.29
2015,2015-03-31,PRIVATE SECTOR BANKS,PRIVATE SECTOR BANKS,True,48005.01,373297.55,,421302.55
2015,2015-03-31,AB BANK LIMITED,FOREIGN BANKS,False,,,,
2015,2015-03-31,ABU DHABI COMMERCIAL BANK PJSC,FOREIGN BANKS,False,1.81,44.87,,46.68
2015,2015-03-31,AMERICAN EXPRESS BANKING CORP.,FOREIGN BANKS,False,,,,
2015,2015-03-31,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,FOREIGN BANKS,False,,,,
2015,2015-03-31,"BANK OF AMERICA , NATIONAL ASSOCIATION",FOREIGN BANKS,False,30.06,793.24,,823.3
2015,2015-03-31,BANK OF BAHRAIN & KUWAIT B.S.C.,FOREIGN BANKS,False,1.65,2.59,,4.24
2015,2015-03-31,BANK OF CEYLON,FOREIGN BANKS,False,,23.14,,23.14
2015,2015-03-31,BANK OF NOVA SCOTIA,FOREIGN BANKS,False,,700.0,,700.0
2015,2015-03-31,BARCLAYS BANK PLC,FOREIGN BANKS,False,319.59,1103.1,,1422.69
2015,2015-03-31,BNP PARIBAS,FOREIGN BANKS,False,290.5,377.38,,667.88
2015,2015-03-31,CITIBANK N.A,FOREIGN BANKS,False,1152.71,20240.41,,21393.12
2015,2015-03-31,COMMONWEALTH BANK OF AUSTRALIA,FOREIGN BANKS,False,,4.34,,4.34
2015,2015-03-31,COOPERATIEVE RABOBANK U.A.,FOREIGN BANKS,False,20.0,,,20.0
2015,2015-03-31,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,FOREIGN BANKS,False,,,,
2015,2015-03-31,CREDIT SUISSE AG,FOREIGN BANKS,False,,283.7,,283.7
2015,2015-03-31,"CTBC BANK CO., LTD.",FOREIGN BANKS,False,,0.14,,0.14
2015,2015-03-31,DBS BANK INDIA LIMITED,FOREIGN BANKS,False,288.85,1481.4,,1770.26
2015,2015-03-31,DEUTSCHE BANK AG,FOREIGN BANKS,False,299.49,8733.72,,9033.22
2015,2015-03-31,DOHA BANK Q.P.S.C.,FOREIGN BANKS,False,,,,
2015,2015-03-31,FIRSTRAND BANK LTD,FOREIGN BANKS,False,,,,
2015,2015-03-31,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,FOREIGN BANKS,False,3926.67,17602.51,,21529.19
2015,2015-03-31,HSBC BANK OMAN S.A.O.G.,FOREIGN BANKS,False,,0.91,,0.91
2015,2015-03-31,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,FOREIGN BANKS,False,,247.09,,247.09
2015,2015-03-31,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,FOREIGN BANKS,False,27.68,679.54,,707.22
2015,2015-03-31,JSC VTB BANK,FOREIGN BANKS,False,,,,
2015,2015-03-31,KBC BANK N.V.,FOREIGN BANKS,False,,,,
2015,2015-03-31,KRUNG THAI BANK PUBLIC COMPANY LIMITED,FOREIGN BANKS,False,,,,
2015,2015-03-31,MASHREQ BANK PSC,FOREIGN BANKS,False,,1.13,,1.13
2015,2015-03-31,MIZUHO BANK LTD,FOREIGN BANKS,False,,8.45,,8.45
2015,2015-03-31,"MUFG BANK, LTD.",FOREIGN BANKS,False,,,,
2015,2015-03-31,NATIONAL AUSTRALIA BANK,FOREIGN BANKS,False,,,,
2015,2015-03-31,PT BANK MAYBANK INDONESIA TBK,FOREIGN BANKS,False,,,,
2015,2015-03-31,SBERBANK,FOREIGN BANKS,False,,,,
2015,2015-03-31,SBM BANK (INDIA) LIMITED,FOREIGN BANKS,False,0.62,6.07,,6.69
2015,2015-03-31,SHINHAN BANK,FOREIGN BANKS,False,,2.78,,2.78
2015,2015-03-31,SOCIETE GENERALE,FOREIGN BANKS,False,10.0,,,10.0
2015,2015-03-31,SONALI BANK,FOREIGN BANKS,False,,,,
2015,2015-03-31,STANDARD CHARTERED BANK,FOREIGN BANKS,False,3880.44,35607.54,,39487.98
2015,2015-03-31,SUMITOMO MITSUI BANKING CORPORATION,FOREIGN BANKS,False,,191.4,,191.4
2015,2015-03-31,THE ROYAL BANK OF SCOTLAND N.V.,FOREIGN BANKS,False,0.05,10.22,,10.28
2015,2015-03-31,UBS AG,FOREIGN BANKS,False,,,,
2015,2015-03-31,UNITED OVERSEAS BANK LTD,FOREIGN BANKS,False,,,,
2015,2015-03-31,WESTPAC BANKING CORPORATION,FOREIGN BANKS,False,,,,
2015,2015-03-31,WOORI BANK,FOREIGN BANKS,False,,,,
2015,2015-03-31,FOREIGN BANKS,FOREIGN BANKS,True,10250.12,88145.67,,98395.79
2015,2015-03-31,ALL SCHEDULED COMMERCIAL BANKS,ALL SCHEDULED COMMERCIAL BANKS,True,103468.32,1264031.25,,1367499.57
2014,2014-03-31,STATE BANK OF BIKANER AND JAIPUR,STATE BANK OF INDIA AND ITS ASSOCIATES,False,220.76,6805.62,,7026.38
2014,2014-03-31,STATE BANK OF HYDERABAD,STATE BANK OF INDIA AND ITS ASSOCIATES,False,209.53,15640.42,,15849.95
2014,2014-03-31,STATE BANK OF INDIA,STATE BANK OF INDIA AND ITS ASSOCIATES,False,8031.87,191164.25,,199196.12
2014,2014-03-31,STATE BANK OF MYSORE,STATE BANK OF INDIA AND ITS ASSOCIATES,False,101.19,7482.05,,7583.24
2014,2014-03-31,STATE BANK OF PATIALA,STATE BANK OF INDIA AND ITS ASSOCIATES,False,149.93,7992.29,,8142.22
2014,2014-03-31,STATE BANK OF TRAVANCORE,STATE BANK OF INDIA AND ITS ASSOCIATES,False,148.4,11547.19,,11695.59
2014,2014-03-31,STATE BANK OF INDIA AND ITS ASSOCIATES,STATE BANK OF INDIA AND ITS ASSOCIATES,True,8861.68,240631.82,,249493.5
2014,2014-03-31,ALLAHABAD BANK,NATIONALISED BANKS,False,822.14,13392.84,,14214.98
2014,2014-03-31,ANDHRA BANK,NATIONALISED BANKS,False,693.03,13056.11,,13749.14
2014,2014-03-31,BANK OF BARODA,NATIONALISED BANKS,False,3015.18,43706.88,,46722.06
2014,2014-03-31,BANK OF INDIA,NATIONALISED BANKS,False,3825.19,37187.78,,41012.97
2014,2014-03-31,BANK OF MAHARASHTRA,NATIONALISED BANKS,False,225.43,19295.8,,19521.23
2014,2014-03-31,BHARATIYA MAHILA BANK LTD.,NATIONALISED BANKS,False,,25.0,,25.0
2014,2014-03-31,CANARA BANK,NATIONALISED BANKS,False,2880.22,26554.69,,29434.91
2014,2014-03-31,CENTRAL BANK OF INDIA,NATIONALISED BANKS,False,1643.52,23057.34,,24700.86
2014,2014-03-31,CORPORATION BANK,NATIONALISED BANKS,False,1170.49,18489.03,,19659.52
2014,2014-03-31,DENA BANK,NATIONALISED BANKS,False,160.26,9073.2,,9233.46
2014,2014-03-31,IDBI BANK LIMITED,NATIONALISED BANKS,False,3602.31,42746.22,,46348.53
2014,2014-03-31,INDIAN BANK,NATIONALISED BANKS,False,785.65,14993.73,,15779.38
2014,2014-03-31,INDIAN OVERSEAS BANK,NATIONALISED BANKS,False,2176.94,22985.17,,25162.11
2014,2014-03-31,ORIENTAL BANK OF COMMERCE,NATIONALISED BANKS,False,1065.57,19634.05,,20699.62
2014,2014-03-31,PUNJAB AND SIND BANK,NATIONALISED BANKS,False,163.41,8079.78,,8243.19
2014,2014-03-31,PUNJAB NATIONAL BANK,NATIONALISED BANKS,False,4705.57,62542.16,,67247.73
2014,2014-03-31,SYNDICATE BANK,NATIONALISED BANKS,False,1008.65,22020.22,,23028.87
2014,2014-03-31,UCO BANK,NATIONALISED BANKS,False,767.22,10406.89,,11174.11
2014,2014-03-31,UNION BANK OF INDIA,NATIONALISED BANKS,False,1909.98,33427.8,,35337.78
2014,2014-03-31,UNITED BANK OF INDIA,NATIONALISED BANKS,False,372.84,8855.34,,9228.18
2014,2014-03-31,VIJAYA BANK,NATIONALISED BANKS,False,295.01,17207.67,,17502.68
2014,2014-03-31,NATIONALISED BANKS,NATIONALISED BANKS,True,31288.61,466737.7,,498026.31
2014,2014-03-31,AXIS BANK LIMITED,PRIVATE SECTOR BANKS,False,7973.01,81555.2,,89528.21
2014,2014-03-31,CITY UNION BANK LIMITED,PRIVATE SECTOR BANKS,False,148.8,1811.71,,1960.51
2014,2014-03-31,CSB BANK LIMITED,PRIVATE SECTOR BANKS,False,0.28,775.74,,776.02
2014,2014-03-31,DCB BANK LIMITED,PRIVATE SECTOR BANKS,False,147.14,1371.12,,1518.26
2014,2014-03-31,DHANLAXMI BANK LIMITED,PRIVATE SECTOR BANKS,False,15.78,875.18,,890.96
2014,2014-03-31,FEDERAL BANK LTD,PRIVATE SECTOR BANKS,False,335.53,7899.06,,8234.59
2014,2014-03-31,HDFC BANK LTD.,PRIVATE SECTOR BANKS,False,9015.56,36977.12,,45992.68
2014,2014-03-31,ICICI BANK LIMITED,PRIVATE SECTOR BANKS,False,17273.69,116390.77,,133664.46
2014,2014-03-31,INDUSIND BANK LTD,PRIVATE SECTOR BANKS,False,1720.33,8095.58,,9815.91
2014,2014-03-31,ING VYSYA BANK LTD,PRIVATE SECTOR BANKS,False,211.35,7853.06,,8064.42
2014,2014-03-31,JAMMU & KASHMIR BANK LTD,PRIVATE SECTOR BANKS,False,177.91,4937.6,,5115.51
2014,2014-03-31,KARNATAKA BANK LTD,PRIVATE SECTOR BANKS,False,220.02,5017.63,,5237.65
2014,2014-03-31,KARUR VYSYA BANK LTD,PRIVATE SECTOR BANKS,False,307.39,3294.0,,3601.39
2014,2014-03-31,KOTAK MAHINDRA BANK LTD.,PRIVATE SECTOR BANKS,False,1416.14,12815.09,,14231.23
2014,2014-03-31,LAKSHMI VILAS BANK LTD,PRIVATE SECTOR BANKS,False,42.46,599.91,,642.37
2014,2014-03-31,NAINITAL BANK LTD,PRIVATE SECTOR BANKS,False,14.5,470.49,,484.99
2014,2014-03-31,RBL BANK LTD,PRIVATE SECTOR BANKS,False,369.58,1556.51,,1926.09
2014,2014-03-31,SOUTH INDIAN BANK LTD,PRIVATE SECTOR BANKS,False,248.94,2071.65,,2320.59
2014,2014-03-31,TAMILNAD MERCANTILE BANK LTD,PRIVATE SECTOR BANKS,False,168.78,1532.37,,1701.15
2014,2014-03-31,YES BANK LTD.,PRIVATE SECTOR BANKS,False,1055.58,9644.35,,10699.93
2014,2014-03-31,PRIVATE SECTOR BANKS,PRIVATE SECTOR BANKS,True,40862.77,305544.15,,346406.92
2014,2014-03-31,AB BANK LIMITED,FOREIGN BANKS,False,,,,
2014,2014-03-31,ABU DHABI COMMERCIAL BANK PJSC,FOREIGN BANKS,False,0.86,20.36,,21.22
2014,2014-03-31,AMERICAN EXPRESS BANKING CORP.,FOREIGN BANKS,False,,,,
2014,2014-03-31,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,FOREIGN BANKS,False,,,,
2014,2014-03-31,"BANK OF AMERICA , NATIONAL ASSOCIATION",FOREIGN BANKS,False,0.06,1139.25,,1139.31
2014,2014-03-31,BANK OF BAHRAIN & KUWAIT B.S.C.,FOREIGN BANKS,False,0.08,4.76,,4.84
2014,2014-03-31,BANK OF CEYLON,FOREIGN BANKS,False,,15.84,,15.84
2014,2014-03-31,BANK OF NOVA SCOTIA,FOREIGN BANKS,False,,780.0,,780.0
2014,2014-03-31,BARCLAYS BANK PLC,FOREIGN BANKS,False,378.89,1074.03,,1452.92
2014,2014-03-31,BNP PARIBAS,FOREIGN BANKS,False,314.37,406.58,,720.95
2014,2014-03-31,CITIBANK N.A,FOREIGN BANKS,False,1959.55,18678.11,,20637.66
2014,2014-03-31,COMMONWEALTH BANK OF AUSTRALIA,FOREIGN BANKS,False,,25.66,,25.66
2014,2014-03-31,COOPERATIEVE RABOBANK U.A.,FOREIGN BANKS,False,,,,
2014,2014-03-31,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,FOREIGN BANKS,False,,30.0,,30.0
2014,2014-03-31,CREDIT SUISSE AG,FOREIGN BANKS,False,,372.58,,372.58
2014,2014-03-31,"CTBC BANK CO., LTD.",FOREIGN BANKS,False,,20.17,,20.17
2014,2014-03-31,DBS BANK INDIA LIMITED,FOREIGN BANKS,False,353.13,1776.18,,2129.3
2014,2014-03-31,DEUTSCHE BANK AG,FOREIGN BANKS,False,225.55,6221.6,,6447.15
2014,2014-03-31,FIRSTRAND BANK LTD,FOREIGN BANKS,False,,,,
2014,2014-03-31,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,FOREIGN BANKS,False,2950.13,15817.48,,18767.62
2014,2014-03-31,HSBC BANK OMAN S.A.O.G.,FOREIGN BANKS,False,,1.5,,1.5
2014,2014-03-31,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,FOREIGN BANKS,False,,74.18,,74.18
2014,2014-03-31,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,FOREIGN BANKS,False,261.88,262.83,,524.71
2014,2014-03-31,JSC VTB BANK,FOREIGN BANKS,False,,32.01,,32.01
2014,2014-03-31,KBC BANK N.V.,FOREIGN BANKS,False,,,,
2014,2014-03-31,KRUNG THAI BANK PUBLIC COMPANY LIMITED,FOREIGN BANKS,False,,,,
2014,2014-03-31,MASHREQ BANK PSC,FOREIGN BANKS,False,,1.13,,1.13
2014,2014-03-31,MIZUHO BANK LTD,FOREIGN BANKS,False,,5.07,,5.07
2014,2014-03-31,"MUFG BANK, LTD.",FOREIGN BANKS,False,,18.0,,18.0
2014,2014-03-31,NATIONAL AUSTRALIA BANK,FOREIGN BANKS,False,,,,
2014,2014-03-31,PT BANK MAYBANK INDONESIA TBK,FOREIGN BANKS,False,,,,
2014,2014-03-31,SBERBANK,FOREIGN BANKS,False,,,,
2014,2014-03-31,SBM BANK (INDIA) LIMITED,FOREIGN BANKS,False,0.36,6.07,,6.43
2014,2014-03-31,SHINHAN BANK,FOREIGN BANKS,False,,34.52,,34.52
2014,2014-03-31,SOCIETE GENERALE,FOREIGN BANKS,False,10.07,,,10.07
2014,2014-03-31,SONALI BANK,FOREIGN BANKS,False,,,,
2014,2014-03-31,STANDARD CHARTERED BANK,FOREIGN BANKS,False,2841.97,35228.96,,38070.93
2014,2014-03-31,SUMITOMO MITSUI BANKING CORPORATION,FOREIGN BANKS,False,,,,
2014,2014-03-31,THE ROYAL BANK OF SCOTLAND N.V.,FOREIGN BANKS,False,0.05,41.47,,41.52
2014,2014-03-31,UBS AG,FOREIGN BANKS,False,,,,
2014,2014-03-31,UNITED OVERSEAS BANK LTD,FOREIGN BANKS,False,,10.0,,10.0
2014,2014-03-31,WESTPAC BANKING CORPORATION,FOREIGN BANKS,False,,,,
2014,2014-03-31,WOORI BANK,FOREIGN BANKS,False,,,,
2014,2014-03-31,FOREIGN BANKS,FOREIGN BANKS,True,9296.95,82098.34,,91395.29
2014,2014-03-31,ALL SCHEDULED COMMERCIAL BANKS,ALL SCHEDULED COMMERCIAL BANKS,True,90310.02,1095012.01,,1185322.02
2013,2013-03-31,STATE BANK OF BIKANER AND JAIPUR,STATE BANK OF INDIA AND ITS ASSOCIATES,False,141.34,7157.69,,7299.03
2013,2013-03-31,STATE BANK OF HYDERABAD,STATE BANK OF INDIA AND ITS ASSOCIATES,False,249.03,12477.98,,12727.01
2013,2013-03-31,STATE BANK OF INDIA,STATE BANK OF INDIA AND ITS ASSOCIATES,False,7209.35,173586.39,,180795.74
2013,2013-03-31,STATE BANK OF MYSORE,STATE BANK OF INDIA AND ITS ASSOCIATES,False,107.96,6682.04,,6790.0
2013,2013-03-31,STATE BANK OF PATIALA,STATE BANK OF INDIA AND ITS ASSOCIATES,False,214.16,8519.73,,8733.89
2013,2013-03-31,STATE BANK OF TRAVANCORE,STATE BANK OF INDIA AND ITS ASSOCIATES,False,183.63,10694.24,,10877.87
2013,2013-03-31,STATE BANK OF INDIA AND ITS ASSOCIATES,STATE BANK OF INDIA AND ITS ASSOCIATES,True,8105.47,219118.07,,227223.54
2013,2013-03-31,ALLAHABAD BANK,NATIONALISED BANKS,False,1746.06,13260.6,,15006.66
2013,2013-03-31,ANDHRA BANK,NATIONALISED BANKS,False,439.62,12881.44,,13321.06
2013,2013-03-31,BANK OF BARODA,NATIONALISED BANKS,False,3882.82,30861.48,,34744.3
2013,2013-03-31,BANK OF INDIA,NATIONALISED BANKS,False,3321.13,26628.09,,29949.22
2013,2013-03-31,BANK OF MAHARASHTRA,NATIONALISED BANKS,False,218.04,14531.99,,14750.03
2013,2013-03-31,CANARA BANK,NATIONALISED BANKS,False,3391.46,15770.22,,19161.68
2013,2013-03-31,CENTRAL BANK OF INDIA,NATIONALISED BANKS,False,1904.11,23639.02,,25543.13
2013,2013-03-31,CORPORATION BANK,NATIONALISED BANKS,False,1198.5,15673.03,,16871.53
2013,2013-03-31,DENA BANK,NATIONALISED BANKS,False,141.23,7096.81,,7238.04
2013,2013-03-31,IDBI BANK LIMITED,NATIONALISED BANKS,False,3396.28,38636.91,,42033.19
2013,2013-03-31,INDIAN BANK,NATIONALISED BANKS,False,710.97,11940.44,,12651.41
2013,2013-03-31,INDIAN OVERSEAS BANK,NATIONALISED BANKS,False,2099.96,18333.4,,20433.36
2013,2013-03-31,ORIENTAL BANK OF COMMERCE,NATIONALISED BANKS,False,1221.51,17703.9,,18925.41
2013,2013-03-31,PUNJAB AND SIND BANK,NATIONALISED BANKS,False,215.99,7681.67,,7897.66
2013,2013-03-31,PUNJAB NATIONAL BANK,NATIONALISED BANKS,False,3820.05,52413.99,,56234.04
2013,2013-03-31,SYNDICATE BANK,NATIONALISED BANKS,False,1062.29,21724.61,,22786.9
2013,2013-03-31,UCO BANK,NATIONALISED BANKS,False,761.76,9700.17,,10461.93
2013,2013-03-31,UNION BANK OF INDIA,NATIONALISED BANKS,False,2149.9,25928.79,,28078.69
2013,2013-03-31,UNITED BANK OF INDIA,NATIONALISED BANKS,False,393.75,8196.3,,8590.05
2013,2013-03-31,VIJAYA BANK,NATIONALISED BANKS,False,314.82,11720.35,,12035.17
2013,2013-03-31,NATIONALISED BANKS,NATIONALISED BANKS,True,32390.25,384323.21,,416713.46
2013,2013-03-31,AXIS BANK LIMITED,PRIVATE SECTOR BANKS,False,6364.84,62020.69,,68385.53
2013,2013-03-31,CITY UNION BANK LIMITED,PRIVATE SECTOR BANKS,False,172.29,1550.69,,1722.98
2013,2013-03-31,CSB BANK LIMITED,PRIVATE SECTOR BANKS,False,0.92,679.58,,680.5
2013,2013-03-31,DCB BANK LIMITED,PRIVATE SECTOR BANKS,False,85.97,1130.9,,1216.87
2013,2013-03-31,DHANLAXMI BANK LIMITED,PRIVATE SECTOR BANKS,False,45.44,1219.17,,1264.61
2013,2013-03-31,FEDERAL BANK LTD,PRIVATE SECTOR BANKS,False,363.6,7756.54,,8120.14
2013,2013-03-31,HDFC BANK LTD.,PRIVATE SECTOR BANKS,False,7509.8,30121.47,,37631.27
2013,2013-03-31,ICICI BANK LIMITED,PRIVATE SECTOR BANKS,False,19245.44,96431.28,,115676.72
2013,2013-03-31,INDUSIND BANK LTD,PRIVATE SECTOR BANKS,False,1797.64,4156.51,,5954.15
2013,2013-03-31,ING VYSYA BANK LTD,PRIVATE SECTOR BANKS,False,351.13,7361.24,,7712.37
2013,2013-03-31,JAMMU & KASHMIR BANK LTD,PRIVATE SECTOR BANKS,False,177.61,4676.67,,4854.28
2013,2013-03-31,KARNATAKA BANK LTD,PRIVATE SECTOR BANKS,False,246.19,3279.5,,3525.69
2013,2013-03-31,KARUR VYSYA BANK LTD,PRIVATE SECTOR BANKS,False,483.06,2417.58,,2900.64
2013,2013-03-31,KOTAK MAHINDRA BANK LTD.,PRIVATE SECTOR BANKS,False,1281.86,12315.03,,13596.89
2013,2013-03-31,LAKSHMI VILAS BANK LTD,PRIVATE SECTOR BANKS,False,118.19,429.81,,548.0
2013,2013-03-31,NAINITAL BANK LTD,PRIVATE SECTOR BANKS,False,14.5,410.03,,424.53
2013,2013-03-31,RBL BANK LTD,PRIVATE SECTOR BANKS,False,150.2,567.55,,717.75
2013,2013-03-31,SOUTH INDIAN BANK LTD,PRIVATE SECTOR BANKS,False,195.68,1741.91,,1937.59
2013,2013-03-31,TAMILNAD MERCANTILE BANK LTD,PRIVATE SECTOR BANKS,False,136.41,1423.5,,1559.91
2013,2013-03-31,YES BANK LTD.,PRIVATE SECTOR BANKS,False,1482.56,8377.35,,9859.91
2013,2013-03-31,PRIVATE SECTOR BANKS,PRIVATE SECTOR BANKS,True,40223.33,248067.0,,288290.34
2013,2013-03-31,AB BANK LIMITED,FOREIGN BANKS,False,,,,
2013,2013-03-31,ABU DHABI COMMERCIAL BANK PJSC,FOREIGN BANKS,False,5.31,22.49,,27.8
2013,2013-03-31,AMERICAN EXPRESS BANKING CORP.,FOREIGN BANKS,False,,,,
2013,2013-03-31,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,FOREIGN BANKS,False,,,,
2013,2013-03-31,"BANK OF AMERICA , NATIONAL ASSOCIATION",FOREIGN BANKS,False,0.06,1066.51,,1066.57
2013,2013-03-31,BANK OF BAHRAIN & KUWAIT B.S.C.,FOREIGN BANKS,False,0.2,6.69,,6.89
2013,2013-03-31,BANK OF CEYLON,FOREIGN BANKS,False,,8.61,,8.61
2013,2013-03-31,BANK OF NOVA SCOTIA,FOREIGN BANKS,False,,825.0,,825.0
2013,2013-03-31,BARCLAYS BANK PLC,FOREIGN BANKS,False,464.94,766.58,,1231.52
2013,2013-03-31,BNP PARIBAS,FOREIGN BANKS,False,240.65,358.33,,598.98
2013,2013-03-31,CITIBANK N.A,FOREIGN BANKS,False,1836.93,18900.47,,20737.4
2013,2013-03-31,COMMONWEALTH BANK OF AUSTRALIA,FOREIGN BANKS,False,,,,
2013,2013-03-31,COOPERATIEVE RABOBANK U.A.,FOREIGN BANKS,False,,,,
2013,2013-03-31,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,FOREIGN BANKS,False,,30.0,,30.0
2013,2013-03-31,CREDIT SUISSE AG,FOREIGN BANKS,False,,120.56,,120.56
2013,2013-03-31,"CTBC BANK CO., LTD.",FOREIGN BANKS,False,,,,
2013,2013-03-31,DBS BANK INDIA LIMITED,FOREIGN BANKS,False,440.0,1178.55,,1618.55
2013,2013-03-31,DEUTSCHE BANK AG,FOREIGN BANKS,False,214.4,4461.49,,4675.89
2013,2013-03-31,FIRSTRAND BANK LTD,FOREIGN BANKS,False,,,,
2013,2013-03-31,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,FOREIGN BANKS,False,2136.22,12645.48,,14781.7
2013,2013-03-31,HSBC BANK OMAN S.A.O.G.,FOREIGN BANKS,False,,1.61,,1.61
2013,2013-03-31,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,FOREIGN BANKS,False,,,,
2013,2013-03-31,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,FOREIGN BANKS,False,14.69,281.48,,296.18
2013,2013-03-31,JSC VTB BANK,FOREIGN BANKS,False,,18.25,,18.25
2013,2013-03-31,KBC BANK N.V.,FOREIGN BANKS,False,,,,
2013,2013-03-31,KRUNG THAI BANK PUBLIC COMPANY LIMITED,FOREIGN BANKS,False,,,,
2013,2013-03-31,MASHREQ BANK PSC,FOREIGN BANKS,False,,1.13,,1.13
2013,2013-03-31,MIZUHO BANK LTD,FOREIGN BANKS,False,,3.75,,3.75
2013,2013-03-31,"MUFG BANK, LTD.",FOREIGN BANKS,False,,,,
2013,2013-03-31,NATIONAL AUSTRALIA BANK,FOREIGN BANKS,False,,,,
2013,2013-03-31,PT BANK MAYBANK INDONESIA TBK,FOREIGN BANKS,False,,,,
2013,2013-03-31,SBERBANK,FOREIGN BANKS,False,,,,
2013,2013-03-31,SBM BANK (INDIA) LIMITED,FOREIGN BANKS,False,0.68,20.73,,21.41
2013,2013-03-31,SHINHAN BANK,FOREIGN BANKS,False,,34.25,,34.25
2013,2013-03-31,SOCIETE GENERALE,FOREIGN BANKS,False,10.07,,,10.07
2013,2013-03-31,SONALI BANK,FOREIGN BANKS,False,,,,
2013,2013-03-31,STANDARD CHARTERED BANK,FOREIGN BANKS,False,2459.65,30407.05,,32866.7
2013,2013-03-31,SUMITOMO MITSUI BANKING CORPORATION,FOREIGN BANKS,False,,,,
2013,2013-03-31,THE ROYAL BANK OF SCOTLAND N.V.,FOREIGN BANKS,False,59.34,416.69,,476.03
2013,2013-03-31,UBS AG,FOREIGN BANKS,False,37.05,66.32,,103.37
2013,2013-03-31,UNITED OVERSEAS BANK LTD,FOREIGN BANKS,False,,,,
2013,2013-03-31,WESTPAC BANKING CORPORATION,FOREIGN BANKS,False,,,,
2013,2013-03-31,WOORI BANK,FOREIGN BANKS,False,,,,
2013,2013-03-31,FOREIGN BANKS,FOREIGN BANKS,True,7920.19,71642.02,,79562.21
2013,2013-03-31,ALL SCHEDULED COMMERCIAL BANKS,ALL SCHEDULED COMMERCIAL BANKS,True,88639.24,923150.3,,1011789.54
2012,2012-03-31,STATE BANK OF BIKANER AND JAIPUR,STATE BANK OF INDIA AND ITS ASSOCIATES,False,115.46,5834.07,,5949.53
2012,2012-03-31,STATE BANK OF HYDERABAD,STATE BANK OF INDIA AND ITS ASSOCIATES,False,267.84,10515.72,,10783.56
2012,2012-03-31,STATE BANK OF INDIA,STATE BANK OF INDIA AND ITS ASSOCIATES,False,3570.26,144668.36,,148238.62
2012,2012-03-31,STATE BANK OF MYSORE,STATE BANK OF INDIA AND ITS ASSOCIATES,False,116.61,5525.26,,5641.87
2012,2012-03-31,STATE BANK OF PATIALA,STATE BANK OF INDIA AND ITS ASSOCIATES,False,357.16,6922.92,,7280.08
2012,2012-03-31,STATE BANK OF TRAVANCORE,STATE BANK OF INDIA AND ITS ASSOCIATES,False,221.72,10850.12,,11071.84
2012,2012-03-31,STATE BANK OF INDIA AND ITS ASSOCIATES,STATE BANK OF INDIA AND ITS ASSOCIATES,True,4649.05,184316.45,,188965.5
2012,2012-03-31,ALLAHABAD BANK,NATIONALISED BANKS,False,687.75,11850.98,,12538.73
2012,2012-03-31,ANDHRA BANK,NATIONALISED BANKS,False,982.21,9129.14,,10111.35
2012,2012-03-31,BANK OF BARODA,NATIONALISED BANKS,False,2939.39,27157.4,,30096.79
2012,2012-03-31,BANK OF INDIA,NATIONALISED BANKS,False,3342.1,24049.57,,27391.67
2012,2012-03-31,BANK OF MAHARASHTRA,NATIONALISED BANKS,False,268.94,10213.98,,10482.92
2012,2012-03-31,CANARA BANK,NATIONALISED BANKS,False,3778.1,17685.03,,21463.13
